YEAR,PROVINCE,DISTRIC,SEX,VALUE,UNIT,SOURCE
2564,กรุงเทพมหานคร,เขตบางกอกน้อย,ชาย,47817.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตบางขุนเทียน,ชาย,87046.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตภาษีเจริญ,ชาย,57096.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตหนองแขม,ชาย,72347.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,ชาย,36852.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตบางพลัด,ชาย,40151.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตดินแดง,ชาย,51754.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตบึงกุ่ม,ชาย,63412.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตสาทร,ชาย,34930.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตบางซื่อ,ชาย,55921.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตจตุจักร,ชาย,71058.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตบางคอแหลม,ชาย,38217.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตประเวศ,ชาย,85211.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตคลองเตย,ชาย,43403.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตสวนหลวง,ชาย,56032.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตจอมทอง,ชาย,68913.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตดอนเมือง,ชาย,83606.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตราชเทวี,ชาย,32260.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตลาดพร้าว,ชาย,52473.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตวัฒนา,ชาย,37755.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตบางแค,ชาย,89222.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตหลักสี่,ชาย,47405.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตสายไหม,ชาย,96935.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตคันนายาว,ชาย,44604.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตสะพานสูง,ชาย,43972.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตวังทองหลาง,ชาย,48304.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตคลองสามวา,ชาย,97295.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตบางนา,ชาย,40379.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตทวีวัฒนา,ชาย,36457.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตทุ่งครุ,ชาย,57748.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตบางบอน,ชาย,48980.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตพระนคร,หญิง,22309.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตดุสิต,หญิง,37654.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตหนองจอก,หญิง,91871.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตบางรัก,หญิง,23843.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
2564,กรุงเทพมหานคร,เขตบางเขน,หญิง,98814.00,คน,"กรมการปกครอง กระทรวงมหาดไทย"
